post's uri,author's did,post's text,replyCount,repostCount,likeCount
at://did:plc:ezconqince3oolbmsz4wvy2j/app.bsky.feed.post/3lg3gsawg3k25,did:plc:ezconqince3oolbmsz4wvy2j,Tick tik I was a cesspool during the 2024 election Jill Stein Jill Stein was there pushing lies anti Biden Harris was being dragged by Arab Americans honestly I didn't see any Harris voters there.,2,0,0
at://did:plc:oywelfzuhsji2xliuznkpq6z/app.bsky.feed.post/3lg3fwep5hk2k,did:plc:oywelfzuhsji2xliuznkpq6z,yup. tiktok was a big part of the vote for jill stein/write in resist/gaza bullshit.,1,0,1
at://did:plc:pr3qno4plodcv3c7sje7hdfj/app.bsky.feed.post/3lg3fnog4jk2u,did:plc:pr3qno4plodcv3c7sje7hdfj,Lmao let’s get this right… are yall Jill Stein supporters/voters?,1,0,1
at://did:plc:syzdp7bndheyzwew2avvqxtl/app.bsky.feed.post/3lg3crvqjas2w,did:plc:syzdp7bndheyzwew2avvqxtl,if we could get more parties set up I'd agree. But any attempts have ended with crazy candidates like Jill Stein or RFK. It's like we sabotage ourselves,1,0,2
at://did:plc:efysnnwvqoywn2crsjfm5625/app.bsky.feed.post/3lg3bg3hlns2p,did:plc:efysnnwvqoywn2crsjfm5625,"That's why Putin and his puppets keep attacking renewables, Greens and Olaf,
and have tried to trick Americans with Jill Stein.",0,2,7
at://did:plc:ilgnawpxh57tldjnqjx57paa/app.bsky.feed.post/3lg37hnzjq22q,did:plc:ilgnawpxh57tldjnqjx57paa,So can we expect Jill Stein to be awarded the Nobel Peace Prize for saving the Gazans from chronic persecution?  That would be big.,1,0,0
at://did:plc:fhhlnug2gqv2thxrxdyx7m5f/app.bsky.feed.post/3lg36b6hxut2z,did:plc:fhhlnug2gqv2thxrxdyx7m5f,Oh yeah forgot about Jill Stein. Well good luck with that✊🏾,0,0,0
at://did:plc:oywelfzuhsji2xliuznkpq6z/app.bsky.feed.post/3lg35lqcph22k,did:plc:oywelfzuhsji2xliuznkpq6z,"awww yes, democrats should've listened to the perpetually unhappy progressive caucus who never win any elections, lmao. it's gonna be an uphill battle but if you try hard enough, i have faith you can get jd vance elected president in 28 as well. just make sure to keep jill stein cryogenically frozen",4,0,0
at://did:plc:vksxifkgwgygtik23yrrssyd/app.bsky.feed.post/3lg343mjgdc2u,did:plc:vksxifkgwgygtik23yrrssyd,Don’t forget everyone was voting Jill stein as a joke.,2,0,12
at://did:plc:y4dqdwkk44rquznymirovb7f/app.bsky.feed.post/3lg32xuskbc2r,did:plc:y4dqdwkk44rquznymirovb7f,"right 🤣 let me guess, you voted for Jill Stein?",2,0,0
at://did:plc:7w6yw2t22pmsm3sn3yt7cxod/app.bsky.feed.post/3lg324jnk4c2w,did:plc:7w6yw2t22pmsm3sn3yt7cxod,Thanks a lot Jill Stein apostles,0,0,3
at://did:plc:mzgm7tw5mcm4opkvt7l77byl/app.bsky.feed.post/3lg2zxgu2yc2y,did:plc:mzgm7tw5mcm4opkvt7l77byl,Sadly our 3rd parties are more or less just the same shit as the other two but with little sprinkles of garnish. Jill Stein isn't different enough to move the needle even before the weird conspiracy shit.,0,0,0
at://did:plc:hqfnjah6n4wzidhuxd7jkmy4/app.bsky.feed.post/3lg2yvwhut22f,did:plc:hqfnjah6n4wzidhuxd7jkmy4,"If you voted for Jill Stein, you are a rube! She is con artist that conned you into thinking she was a serious candidate. She’s pro Israel and pro Putin! You must’ve eaten lead paint chips as a child!",0,0,0
at://did:plc:ps4ecdmxf5el3b72kw74h7xv/app.bsky.feed.post/3lg2ytrel422q,did:plc:ps4ecdmxf5el3b72kw74h7xv,"He's being inaugurated because he won.   He may have won bec of Russian interference, bec Jill Stein ran, bec Rashida Tlaib said write in uncomitted,  bec Elon Musk handed out money, bec the masses are asses,- but he won.  So please don't parrot MAGA's stop the steal nonsense. Deal with it.",0,0,0
at://did:plc:oywelfzuhsji2xliuznkpq6z/app.bsky.feed.post/3lg2xp44mu22k,did:plc:oywelfzuhsji2xliuznkpq6z,"y'all did it, y'all saved gaza! you preserved trans rights! saved the US from the incoming trillion dollar corporate tax cuts! all thanks to the bravery of jill stein and the uncommitted leftists of america. i dont know how you guys handle all your winning, you must hold so many seats in congress",2,0,0
at://did:plc:kz5vlcdfnsckh6veoqw422ru/app.bsky.feed.post/3lg2vb2lef22n,did:plc:kz5vlcdfnsckh6veoqw422ru,"I'm sure that with her Russian money, Jill Stein can afford a BEAUTIFUL attic to hang upside down in.",0,0,2
at://did:plc:tqmlgyjsdg4sjm2aqyj4a5ub/app.bsky.feed.post/3lg2tv2kjzk27,did:plc:tqmlgyjsdg4sjm2aqyj4a5ub,"Last time I checked, the inauguration was ::checks notes:: on Monday.  But these are the people who thought a vote for Jill Stein would save democracy, so . . .",0,0,6
at://did:plc:udhlijwa7vpqpjedgfwr47oo/app.bsky.feed.post/3lg2pzbzlyk24,did:plc:udhlijwa7vpqpjedgfwr47oo,Both Harris and Trump make me ill. Sad this was the best that the major parties came up with. I was glad to vote for Jill Stein.,0,0,0
at://did:plc:uis43kjybqfmbzzjcgwiv3ym/app.bsky.feed.post/3lg2ozc3oa22p,did:plc:uis43kjybqfmbzzjcgwiv3ym,"Make one with Jill stein, too.",1,0,0
at://did:plc:gk27mwagv3z625h7y3b26vjb/app.bsky.feed.post/3lg2n6agog22n,did:plc:gk27mwagv3z625h7y3b26vjb,Purim’s continuing investment in Jill Stein worked again.,0,0,0
at://did:plc:tt2nm5fqmlhy5ycwnf5okkvb/app.bsky.feed.post/3lg2llhbyys2r,did:plc:tt2nm5fqmlhy5ycwnf5okkvb,"How much you wanna bet these kids voted for Jill Stein wrote in Bernie or some 3rd party person in Nov or hell didn’t even vote at all
And they expect us to treat them is legit voices 😆 These kids need a dead dictator to give them orders they are nothing more than old dog and old tricks 🥱",0,0,0
at://did:plc:45uq53rqrgpdqzqvyz5anv4a/app.bsky.feed.post/3lg2ljvpt6s2i,did:plc:45uq53rqrgpdqzqvyz5anv4a,Where’s Jill stein? Russia?,0,0,1
at://did:plc:n7rtguysxmaiscppq6bkzo4v/app.bsky.feed.post/3lg2hognmns2o,did:plc:n7rtguysxmaiscppq6bkzo4v,"Oh, Tulsi. Your life would've been so less complicated if you'd just taken up Vlad on his THREE'S COMPANY roommate offer with Jill Stein and Ed Snowden at Mr. Hurlov's flat in Moscow.",0,0,0
at://did:plc:4npqecmlv23jk6va7wvetwcb/app.bsky.feed.post/3lg2et5ocms2j,did:plc:4npqecmlv23jk6va7wvetwcb,And it comes out. You're a fascist appeaser. Jill Stein will save you and Putin loves you.,1,0,0
at://did:plc:tddh42wgsnkidcdhygerrhjo/app.bsky.feed.post/3lg2dfwztas2w,did:plc:tddh42wgsnkidcdhygerrhjo,Anybody hear from #JillStein recently?,0,0,0
at://did:plc:spc62a5eubwx7tgwwwm5jndi/app.bsky.feed.post/3lg2d5ilqlk2c,did:plc:spc62a5eubwx7tgwwwm5jndi,I remember when Hillary ran they asked a guy in the street who he was voting for and he said I don't want Trump to win so I guess Jill Stein. #fml,0,0,6
at://did:plc:4npqecmlv23jk6va7wvetwcb/app.bsky.feed.post/3lg2d35nfjc2j,did:plc:4npqecmlv23jk6va7wvetwcb,Jill Stein will save you.,0,0,0
at://did:plc:5cvyhx5xh4fvotkcp2pobkny/app.bsky.feed.post/3lg2cqancmc2h,did:plc:5cvyhx5xh4fvotkcp2pobkny,Can anyone else answer my question,0,0,0
at://did:plc:2bffmluopgwofqko4pxc4y32/app.bsky.feed.post/3lg2a33hycc2m,did:plc:2bffmluopgwofqko4pxc4y32,Jill Stein is a saboteur who has actually dined with the Russian dictator.,0,0,1
at://did:plc:mh66xkgaujbfn26vfzwl2okv/app.bsky.feed.post/3lg272azedc2j,did:plc:mh66xkgaujbfn26vfzwl2okv,"Exactly! Let’s remember this when we vote. #women, we need to lock arms and demand the #Democrats provide candidates who promise to #PublishTheERA on Day One like Jill Stein did. NO MORE CRUMBS OFF THE TABLE; WE WANT FULL EQUALITY NOW.",1,0,1
at://did:plc:ckrhzgg5bspkt22ptb6dsspu/app.bsky.feed.post/3lg22ti2mnk27,did:plc:ckrhzgg5bspkt22ptb6dsspu,"I know Left-Wing protest voters (voted for people like Jill Stein), lazy voters (didn't vote at all), and apathetic voters (thought it didn't matter) ... who are all whining now. And I lace into them every chance I get that they don't get a right to complain about voting in a fascist.",1,0,2
at://did:plc:rezhvh7bl2ixtiwlod3c23nx/app.bsky.feed.post/3lg22sotof22q,did:plc:rezhvh7bl2ixtiwlod3c23nx,"Interesting that Jill Stein has retreated to her hole. Where she will remain for the next four years, until it’s time to derail Democrats again. And stupid people fall for her bullshit every single time. Have I mentioned that I’ve reached my limit with leftists? Because I really, really have. 🤦🏾‍♀️",6,20,73
at://did:plc:dl7fiurvjzpvfazyzckvsqv3/app.bsky.feed.post/3lfzzyvxsg22l,did:plc:dl7fiurvjzpvfazyzckvsqv3,"I have no opinion on Jill Stein but is the Green Party not allowed to run a candidate? 

I don’t understand the grievance here. Especially since she got a mathematically insignificant share of the vote",1,0,3
at://did:plc:2lk63iro3rfszu5ionwda6dl/app.bsky.feed.post/3lfzznkskjs2k,did:plc:2lk63iro3rfszu5ionwda6dl,Everyone has a right to vote for who/what they want but that lil Jill Stein fanbase was loud this past election cycle…nobody took them seriously bc we all knew that lady was grifting,2,0,3
at://did:plc:arkqrvmpsb7if2os3dufca6y/app.bsky.feed.post/3lfzzgkppqc2v,did:plc:arkqrvmpsb7if2os3dufca6y,Jill Stein is like a streaming service you only subscribe to when the new season of the same show is released. Except subscribing to her kills democracy.,0,0,5
at://did:plc:bomkrqdbvi5d6i6qevnz4lya/app.bsky.feed.post/3lfzz52ozes2n,did:plc:bomkrqdbvi5d6i6qevnz4lya,"Jill Stein is pretty quiet, I guess her 4-yr annual hibernation is going according to plan.",11,12,141
at://did:plc:u4xdz3o5miyquig643bnbrqk/app.bsky.feed.post/3lfzypcxjc22x,did:plc:u4xdz3o5miyquig643bnbrqk,"So you're independent or Jill Stein-ish? We have never had the numbers of illegals swarming in as was allowed by Biden-Harris. Not even close.
Reagan got snookered by the Dems, who promised a balanced budget amendment and limited line item vetos in return for the amnesty—and then reneged.",1,0,0
at://did:plc:wyay7clkmxtmlrrrfw2es6uo/app.bsky.feed.post/3lfzxx6bcz22l,did:plc:wyay7clkmxtmlrrrfw2es6uo,Interesting seeing Jill Stein supporters take credit for Trump’s FAKE ceasefire deal after saying for months that a vote for Stein isn’t a vote for Trump.,0,0,1
at://did:plc:hlxyyi2olb3w2t6gpdescwux/app.bsky.feed.post/3lfzx3ndskk26,did:plc:hlxyyi2olb3w2t6gpdescwux,Where the fuck is Jill Stein?,0,1,2
at://did:plc:isrhad3k54zxsxl2bl3gmcl4/app.bsky.feed.post/3lfzvpkctzk2j,did:plc:isrhad3k54zxsxl2bl3gmcl4,Or Jill Stein🙄,0,0,5
at://did:plc:i3ptsq6lx6jpvvdvepcnnglo/app.bsky.feed.post/3lfzv5q4xuc24,did:plc:i3ptsq6lx6jpvvdvepcnnglo,But but voting for Jill Stein was supposed to free Palestine,1,0,1
at://did:plc:ac3ahn2dzm4psxcfj53cexxz/app.bsky.feed.post/3lfzuyabcvk26,did:plc:ac3ahn2dzm4psxcfj53cexxz,"Similar to the bastard mcconnell when giving coney barrett a hearing. He said ""when you in power you can do what you want.""

Thanks to all the those who didn't vote for Harris for whatever reason, or the jill stein voters. Painful years ahead of us, are you ready MAGAts? It will affect you too. Dumb",1,1,13
at://did:plc:pdcq3ih5m3ry22x4lrbossh5/app.bsky.feed.post/3lfzum4d3222y,did:plc:pdcq3ih5m3ry22x4lrbossh5,"You voted for Jill Stein, who is a prime example of moral inconsistency. Everyone makes selfish decisions every day and for that reason they cannot be ""morally consistent"". So to openly brag that you are-is arrogant, and morally inconsistent. Voting for Stein only proves that arrogance further.",2,0,0
at://did:plc:4npqecmlv23jk6va7wvetwcb/app.bsky.feed.post/3lfztswydxc2k,did:plc:4npqecmlv23jk6va7wvetwcb,Jill Stein will save you.,1,0,0
at://did:plc:4npqecmlv23jk6va7wvetwcb/app.bsky.feed.post/3lfztpsjsps2k,did:plc:4npqecmlv23jk6va7wvetwcb,You don't seem to be thinking about the other things he did. Jill Stein will save you like she did in 2016 and Nader did in 2000.,1,0,0
at://did:plc:ddgqzzpdrbc2zs43wwuar5ii/app.bsky.feed.post/3lfzskboxk22q,did:plc:ddgqzzpdrbc2zs43wwuar5ii,I’m giving these performative protests a past.  I guarantee that many of these protesters stayed home in November or voted for Jill Stein.  It’s like arsonists showing up to help put out the fires they started.,0,3,19
at://did:plc:gqtvosnaxuyh57wo3ayzxma6/app.bsky.feed.post/3lfzrqqa6ic2j,did:plc:gqtvosnaxuyh57wo3ayzxma6,Yup. In horrifying irony it turns out that Trump was the lesser evil. My vote for Jill Stein is still secure. Because it was symbolic only. Our votes don't matter anyway,0,0,1
at://did:plc:unmimf5xppjmbtyclmbrgvur/app.bsky.feed.post/3lfzr2zmak22f,did:plc:unmimf5xppjmbtyclmbrgvur,my discourse orb tells me that he voted for jill stein,0,0,3
at://did:plc:wh5k34xkvxycwgfecbqnejx4/app.bsky.feed.post/3lfzqatqa622t,did:plc:wh5k34xkvxycwgfecbqnejx4,"So, you're even more stupid than I thought. Neat! You voted for Jill Stein. That's all I need to know, dumbfuck.",0,0,0
at://did:plc:a4u76lo5sfzid2xuvslb7g3g/app.bsky.feed.post/3lfzpfersbc22,did:plc:a4u76lo5sfzid2xuvslb7g3g,"Maybe if they run jill stein again in 2028, it'll surely work this time",0,0,14
at://did:plc:4npqecmlv23jk6va7wvetwcb/app.bsky.feed.post/3lfzp5of6nk2k,did:plc:4npqecmlv23jk6va7wvetwcb,So whine about the win then. Jill Stein will save you.,0,0,0
at://did:plc:vsh5d4ifukj2woh24nz7focm/app.bsky.feed.post/3lfzp2a6bd22l,did:plc:vsh5d4ifukj2woh24nz7focm,"Jill Stein and the Green Party are even bigger grifters than Donald Trump. There are 500,000 offices up for election across the US in each election cycle. The Green Party has never run candidates in more than 100 of them, because getting elected and governing isn’t the goal. The goal is fundraising.",0,0,9
at://did:plc:nstaj6lkjbq2mraqegnfhf6b/app.bsky.feed.post/3lfzmceyjuc2t,did:plc:nstaj6lkjbq2mraqegnfhf6b,"Jill Stein is a bad actor, yeah. Some accounts are probably paid off to just pointlessly complain about Dems and neuter the opposition, yeah. But don’t confuse that with people rightfully saying, AFTER THE FACT, that the Dems did a pretty bang up job neutering themselves this year",1,0,0
at://did:plc:bywsttdtagp4dwdbbwiajoaz/app.bsky.feed.post/3lfzjpen3j22x,did:plc:bywsttdtagp4dwdbbwiajoaz,"i have no clue who jill stein is besides she ran for presidency or somn.

you're grasping at so many straws, man.",1,0,0
at://did:plc:oy2vgh3wwvwio7b3igvvjyas/app.bsky.feed.post/3lfzjodb4pc2m,did:plc:oy2vgh3wwvwio7b3igvvjyas,you got one next to your mask and your Jill Stein poster.,1,0,0
at://did:plc:oy2vgh3wwvwio7b3igvvjyas/app.bsky.feed.post/3lfzizqzx7s25,did:plc:oy2vgh3wwvwio7b3igvvjyas,Jill Stein says what?,1,0,0
at://did:plc:f545e5hrqmlrwfpdfutkfylo/app.bsky.feed.post/3lfziv24ztc2t,did:plc:f545e5hrqmlrwfpdfutkfylo,"Just like Mariah, they put Jill Stein back in the box until next time.",0,0,0
at://did:plc:5aptxamxudpuu7z5mpzp57qu/app.bsky.feed.post/3lfzidmavbk2p,did:plc:5aptxamxudpuu7z5mpzp57qu,"Tijdens de campagne voor de presidentsverkiezingen was zij een van de prominentste Democraten die Jill Stein en haar potentiële kiezers aanviel.
Dat viel mij erg van haar tegen.",1,0,0
at://did:plc:5ywkm24jixolfukttcpasdzc/app.bsky.feed.post/3lfzhz2hb322v,did:plc:5ywkm24jixolfukttcpasdzc,Jill Stein didn’t save you,3,0,3
at://did:plc:lrut5abqcils5dhta5wp3aa3/app.bsky.feed.post/3lfzfusimys25,did:plc:lrut5abqcils5dhta5wp3aa3,"Jill Stein is a shitty Electoral College groundhog. She emerges every 4 years, republicans and ultra far leftists celebrate her, and then she disappears until the next election when she’ll once again become a problem for democrats.",0,0,3
at://did:plc:fvzkql2aqtbk7qmqjkoo2lv2/app.bsky.feed.post/3lfzfjupjcs2q,did:plc:fvzkql2aqtbk7qmqjkoo2lv2,"Someone in my mentions just yelling at people “Blue no mattter who” and “Jill stein won’t save you” is a perfect encapsulation of why we’re in this mess.

I’ve blocked them.",10,7,261
at://did:plc:cr6hizcpodjg6bexcyncyr2y/app.bsky.feed.post/3lfzeyr5uwk2o,did:plc:cr6hizcpodjg6bexcyncyr2y,My brother and cousin felt the same… so they voted for Jill fucking Stein.  Stupid mother fuckers,5,0,64
at://did:plc:fcr7kdospn4dtz2scqvm5cwt/app.bsky.feed.post/3lfyxvgoijc2c,did:plc:fcr7kdospn4dtz2scqvm5cwt,"Jill Stein won her primary
did you not know the Green Party had one? cause that makes you extremely politically illiterate",0,0,3
at://did:plc:fcp5pchcbpsra5ux2dfjo5qj/app.bsky.feed.post/3lfywx3jjms2i,did:plc:fcp5pchcbpsra5ux2dfjo5qj,They completely disappeared. They just show up every four years when summoned by Jill Stein.,0,0,0
at://did:plc:t3ndeomrh2eacdfqhdmvt3sp/app.bsky.feed.post/3lfyuh7han22i,did:plc:t3ndeomrh2eacdfqhdmvt3sp,Has anyone heard from Jill Stein since November 5th? Or was her job done after she convinced a bunch of folks to stay home?,10,9,70
at://did:plc:27utxjkmyb65ud7wnbbx34sh/app.bsky.feed.post/3lfyoko6akk2g,did:plc:27utxjkmyb65ud7wnbbx34sh,"Jill Stein, Bernie, imaginary perfect candidate. Take your pick.",3,0,0
at://did:plc:ooa7rhy3bpxkzx3lyvbph3rm/app.bsky.feed.post/3lfynwa5wis2y,did:plc:ooa7rhy3bpxkzx3lyvbph3rm,"Oh! But I do NOT mean the Green Party. Jill Stein is a Russian mole.
We need a third option that is not a traitor.",0,0,2
at://did:plc:wseth24is2z4p7qqqs5rfhe6/app.bsky.feed.post/3lfyldoyjuc2r,did:plc:wseth24is2z4p7qqqs5rfhe6,She strikes me as an even more pointless secret third thing: a fucking Jill Stein/Bernie supporter,1,0,1
at://did:plc:53ddj7fogb34edotbjh4npad/app.bsky.feed.post/3lfykoxxw7s2s,did:plc:53ddj7fogb34edotbjh4npad,"True story-my daughter mentioned her new boyfriend. I said “please tell me he didn’t vote for Trump”
And she said “no-Jill Stein”. I probably should not have said JFC…",0,0,4
at://did:plc:cewf5wi74sxsy5ojt3mvc7cq/app.bsky.feed.post/3lfyfaswp7c26,did:plc:cewf5wi74sxsy5ojt3mvc7cq,#JillStein #theydontcareaboutus,0,0,1
at://did:plc:u5sscwwozuxu2ryxybkzt34l/app.bsky.feed.post/3lfydpxvcks2m,did:plc:u5sscwwozuxu2ryxybkzt34l,"I keep thinking about these voters that Pete Buttigieg worked to persuade, especially the woman in the scarf who wanted Jill Stein. Pete tried to warn her. I'm SO ANGRY at these idiots. 3rd party votes are always bad. Figure it out before you elect a tyrant, please.
www.youtube.com/watch?v=YE1f...",0,0,1
at://did:plc:y6tfh3zwbhzdjegnu4tr7lhg/app.bsky.feed.post/3lfybow3nw22p,did:plc:y6tfh3zwbhzdjegnu4tr7lhg,I swear something snap in Roseanne after losing the Green Party nomination in 2012 to Jill Stein.  She hasn't been the same since.,0,0,0
at://did:plc:opks2mmeb4bof2kuiph5azdl/app.bsky.feed.post/3lfyblnlo422q,did:plc:opks2mmeb4bof2kuiph5azdl,by jill stein,0,0,7
at://did:plc:t4hii6sqwdud5duuphqllntj/app.bsky.feed.post/3lfy7fe6gos2b,did:plc:t4hii6sqwdud5duuphqllntj,"I'm going to keep saying this everyday. The Black community are the most pragmatic and educated voters in this country. Ask yourself why? And then ask yourself while we don't fall for Jill Stein, Bernie Sanders, Michael Moore, or any of the other shills and especially Donald Trump?",0,1,6
